Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Y1,Y21,Y22,Y23,Var38,Var39,Var40,Y31,Y32,Y33,Y41,Y42,Y43,Y51,Y52,Y53,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20408002,20/04/08 수요일,29000,90.5,33,90.5,90,36,1200,107,19.7,9.8,3,3,17,10.9,1.8,13.863,61,59,0,0,0,8,11,34,43,48,31,29,29,0.0189,193.1,185.9,189.7,36.38,36.39,35.52,0,-0.87,-1.08,754.1,830.9,698.4,979.5,984.7,999.5,7.1,P2E11,P2E11,99.85,99.89,89.5,88.93,13.04,I,AL,AL,2590,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20408003,20/04/08 수요일,29000,90.5,33,90.5,180,36,1200,108.5,19.8,10,3,3,17.6,9.9,1.2,7.023,54,50,0,0,0,7,9,27,32,33,22,19,21,0.0194,112.6,111.5,111.4,35.1,35.92,35.82,0,-0.38,-0.38,238.4,218.9,217.8,387.2,352.6,351.7,6.5,P2E04,P2E04,92.03,92.01,82.55,86.18,11.88,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20408004,20/04/08 수요일,32400,116.5,23,116.5,180,36,1200,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.0194,112.6,111.5,111.4,35.1,35.92,35.82,0,-0.38,-0.38,238.4,218.9,217.8,387.2,352.6,351.7,6.5,,,,,,,,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20408005,20/04/08 수요일,29000,90.5,33,90.5,180,36,1200,108.5,19.8,9.9,3,3,17.1,11.8,1.1,7.01,53,50,0,0,0,5,8,24,29,32,21,17,19,0.0184,114.2,116.6,117.1,36.51,38.64,35.15,0,-0.57,-0.62,226.5,261.6,194.3,406.4,371.8,387.8,8.9,P2E10,P2E10,68.53,68.73,58.39,59.4,7.3,J,PG,AP,3600,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20409001,20/04/09 목요일,35400,98.5,28,98.5,30,36,1200,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.0184,148.7,151.8,153.4,38.84,38.32,39.69,0,-0.74,-0.82,239.4,221.9,221.8,571.2,540.7,329.9,7.5,,,,,,,,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20409002,20/04/09 목요일,35400,98.5,28,98.5,40,36,1200,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.019,170.6,171.8,168.8,34.93,34.13,34.91,0,-0.75,-0.86,1386,1579.5,2014,1421.4,1732.3,1205,4.6,P2E05,P2E05,92,91.99,83.12,84.14,13.5,I,AL,AL,2630,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20409003,20/04/09 목요일,35400,98.5,28,98.5,40,36,1200,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.0187,148.6,158.2,153.7,35.67,36.11,36.06,0,-0.7,-0.88,243.2,303.9,304.9,351.7,350.6,362.5,6.8,P2E05,P2E05,92,91.9,75.9,79.99,,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20409004,20/04/09 목요일,35400,98.5,28,98.5,40,36,1200,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.0187,153.3,156.2,148.1,36.1,35.78,35.19,0,-0.71,-0.8,242.6,203.5,187.4,440.3,470.4,443.2,4.9,P2E06,P2E06,92.02,92.03,83.61,84.82,,J,PG,AP,2600,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20409005,20/04/09 목요일,37400,112.5,25,112.5,40,36,1200,107,19,10.1,3,3,16,9.7,0.6,15.13,66,64,0,0,0,13,14,38,44,42,27,21,13,0.0189,175.4,178.2,174.6,35.48,36.13,35.27,0,-0.57,-0.66,1582,1504.2,1613.5,1282.5,1219.5,968.6,3.5,P2E07,P2E07,92.01,92.02,83.37,85.35,0,I,AL,AL,2690,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20409006,20/04/09 목요일,35400,98.5,28,98.5,180,36,1200,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.0194,112.6,111.5,111.4,35.1,35.92,35.82,0,-0.38,-0.38,238.4,218.9,217.8,387.2,352.6,351.7,6.5,P2E01,P2E01,,,,,,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20409007,20/04/09 목요일,35400,98.5,28,98.5,130,36,1200,107.5,20.2,10.2,3,3,17.2,9.6,1.5,9.479,57,55,0,0,0,6,9,28,35,40,26,25,25,0.0189,159.3,161.4,161,36.48,36.97,35.01,0,-0.59,-0.67,236.4,226.1,215.1,420.5,382.7,390.3,6.7,P2E07,P2E07,92.01,92.02,83.37,85.35,0,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20409008,20/04/09 목요일,35400,98.5,28,98.5,130,36,1200,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.0188,146,143.5,142.9,36.19,36.73,37.1,0,-0.6,-0.61,327.6,343.9,331.4,467.1,469.9,451,7.2,P2E01,P2E01,99.51,99.88,87.11,88.84,12.62,J,PG,AP,3600,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20409009,20/04/09 목요일,35400,98.5,28,98.5,130,36,1200,107.5,20,10.3,3,3,17.4,11.3,1.9,9.514,57,53,0,0,0,6,9,28,35,40,26,24,24,0.0188,146,143.5,142.9,36.19,36.73,37.1,0,-0.6,-0.61,327.6,343.9,331.4,467.1,469.9,451,7.2,P2E01,P2E01,99.51,99.88,87.11,88.84,12.62,J,PG,AP,3600,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20410001,20/04/10 금요일,31500,132.5,21,132.5,45,36,1200,107,19.7,10.3,3,3,15.7,9.6,1.6,15.23,67,64,0,0,1,16,17,39,47,44,31,25,17,0.0193,175,174.8,180.2,34.64,34.2,34.2,0,-0.47,-0.62,668.2,664.2,662.4,1130.9,1204,1188,3.8,P2E03,P2E03,99.55,99.94,85.14,87.67,17.69,I,AL,AL,2750,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20410002,20/04/10 금요일,32500,101,28,101,45,36,1200,107,19.8,10.1,3,3,15.9,9.5,0.8,15.122,66,64,0,0,2,18,20,39,47,45,29,22,18,0.0191,157,161.3,156,34.25,33.81,34.71,0,-0.5,-0.57,305.6,347.1,353.1,341.1,427.9,434.5,4,P2E03,P2E03,99.55,99.94,85.14,87.67,17.69,J,PG,AP,2640,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20410003,20/04/10 금요일,32500,101,28,101,45,36,1200,107,19.5,10.1,3,3,16.4,10.1,0.9,15.213,65,63,0,0,3,20,20,39,48,45,28,23,18,0.0189,142,138.9,142.9,35.34,35.64,35.7,0,-0.82,-0.92,354.3,394.1,329.9,396.4,346.6,342.5,6.1,P2E04,P2E04,96.03,96.03,85.57,88.85,15.11,J,PG,AP,2620,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20410004,20/04/10 금요일,32500,101,28,101,45,36,1200,107,19.6,10.2,3,3,16.2,9.5,1.2,15.013,66,63,0,0,4,24,21,39,49,45,28,23,18,0.0189,150.5,151.1,148.7,35.1,35.26,35.24,0,-0.91,-0.72,306.4,284.2,284.7,604.2,607.4,602.9,6.5,P2E09,P2E09,96.01,96.02,85.66,85.51,17.22,J,PG,AP,2590,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20410005,20/04/10 금요일,31500,132.5,21,132.5,45,36,1200,107,19.9,10.2,3,3,16.8,10.3,2.3,17.461,66,65,0,0,0,13,15,40,49,49,31,27,20,0.0188,167.3,170.4,169.1,35.5,35.58,35.69,0,-0.65,-0.74,226.8,225.9,241.6,415.1,462.6,466.7,5.4,P2E05,P2E05,95.98,96,86.57,87.34,14.35,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20410006,20/04/10 금요일,32500,101,28,101,120,36,1200,107,20,10,3,3,17.4,10.6,1,10.321,60,57,0,0,0,5,9,29,37,42,28,26,26,0.0189,161.1,161.7,160.9,35.62,36.04,35.42,0,-0.45,-0.45,280.5,278.9,279.7,421.6,408.8,421.8,5.7,P2E06,P2E06,95.98,96.01,86.08,87.14,13.35,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20411001,20/04/11 토요일,32500,101,28,101,120,36,1200,107,20,10,3,3,16.9,10.9,0.1,10.451,58,54,0,0,0,5,8,30,37,41,28,25,25,0.0192,138.6,139.1,136.1,37.06,37.11,36.57,0,-0.63,-0.65,328,335.3,297.6,357.1,360.6,372.1,8.9,P2E02,P2E02,99.69,99.77,86.58,89.93,15.6,J,PG,AP,3600,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20411002,20/04/11 토요일,32500,101,28,101,75,36,1200,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.0192,176.5,176.5,179.4,35.55,36.4,35.46,0,-0.74,-0.68,313,375.2,399.5,446.1,407,461.8,7,P2E03,P2E03,99.71,99.94,87.35,90.45,17.66,J,PG,AP,3600,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20411003,20/04/11 토요일,32500,101,28,101,75,36,1200,107,19.8,9.8,3,3,16.6,9.2,1.9,14.783,61,58,0,0,1,15,17,45,52,55,35,35,34,0.019,193.1,189.2,191.2,35.65,36.47,35.69,0,-0.65,-0.61,389.9,358.6,376.6,516.8,510,495,6.8,P2E04,P2E04,99.87,99.88,88,90.97,16.37,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20411004,20/04/11 토요일,32500,101,28,101,160,36,1200,108,19.7,9.6,3,3,16.9,9.4,0.9,7.539,54,51,0,0,0,4,7,25,30,32,20,18,18,0.0191,117.189,115.135,118.366,36.81,36.82,35.35,0,-0.64,-0.69,177.9,161.9,150.6,431.2,411.8,425.8,8.9,P2E10,P2E10,92.02,92.03,84.08,83.17,4.74,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20411005,20/04/11 토요일,32500,101,28,101,160,36,1200,108,20.5,9.9,3,3,16.7,9.5,0.7,7.973,55,51,0,0,0,1,5,21,29,36,24,21,21,0.0192,119.7,120.4,121.494,36.82,37.48,35.97,0,-0.76,-0.81,224.8,210.4,218.2,509.4,409.8,520.7,8.9,P2E05,P2E05,92.04,92.02,83.1,84.68,12.05,J,PG,AP,3600,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20411006,20/04/11 토요일,33900,83.5,35,83.5,170,36,1200,108,19.9,9.9,3,3,16.8,9.2,1.2,7.483,53,50,0,0,0,3,8,25,31,35,21,20,21,0.0194,116.9,105.3,121.8,34.37,37.35,35.42,0,-0.71,-0.66,204.6,200.5,212.6,388.2,382.6,368.8,9.5,P2E06,P2E06,92.01,92.02,83.04,85.1,11.56,J,PG,AP,3600,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20411007,20/04/11 토요일,33900,83.5,35,83.5,170,36,1200,108,20,9.7,3,3,17,9.7,0.1,7.491,51,50,0,0,0,4,8,26,31,34,22,19,22,0.0191,112.8,140.2,102.2,36.63,37.69,37.15,0,-0.55,-0.61,223.5,217.8,211.1,454.1,443.9,467,8.3,P2E06,P2E06,92.01,92.02,83.04,85.1,11.56,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20412001,20/04/12 일요일,33900,83.5,35,83.5,180,36,1200,108,20,9.8,3,3,16.9,9.1,1,6.923,51,47,0,0,0,11,12,27,30,31,16,16,0,0.0191,103.2,107.7,114.3,36.51,35.37,36.45,0,-0.54,-0.58,233.6,217.4,225.9,355,361.4,369.9,7.7,P2E02,P2E02,92.02,92.01,83.13,84.92,12.37,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20412002,20/04/12 일요일,33900,83.5,35,83.5,200,36,1200,108.5,20.2,10,3,3,17,9.3,-0.7,6.194,51,49,0,0,0,5,7,21,27,32,20,20,20,0.0195,107,109.4,116.4,36.8,37.05,36.82,0,-0.56,-0.52,208.1,236.6,222.4,449,452.5,453.9,8.8,P2E04,P2E04,92,92,82.53,85.81,11.17,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20413001,20/04/13 월요일,31300,87,31,87,200,36,1200,108.5,20.2,9.8,3,3,17.4,8.6,-0.9,6.089,52,50,0,0,0,3,5,19,25,29,20,18,17,0.0194,127.2,120.3,123.5,36.74,35.47,37.11,0,-0.73,-0.73,193.4,221.1,352.8,416.7,423.5,407.9,10.2,P2E10,P2E10,92.02,92.03,83.12,84.24,4.38,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20413002,20/04/13 월요일,31300,87,31,87,210,36,1200,108.5,19.8,10,3,3,17.6,9.5,0.3,5.964,50,49,0,0,0,6,8,22,27,32,20,19,20,0.0197,107.4,109.5,112.7,37.07,36.76,36.57,0,-0.66,-1.33,239.5,272.9,253.8,432.7,421.3,418.2,8.6,P2E11,P2E11,79.39,79.62,72.54,72.85,15.37,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20413003,20/04/13 월요일,31100,110,29,110,80,36,1200,107,20.4,10.3,3,3,17.6,10.2,0.9,13.468,60,59,0,0,0,9,10,32,42,48,33,31,29,0.0193,169.9,171.8,168.3,36.83,36.2,36.94,0,-0.78,-0.7,358.8,339.9,344.2,423.1,453.8,427,7.8,P2E01,P2E01,99.7,99.91,87.69,88.48,,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20413004,20/04/13 월요일,31100,110,29,110,80,36,1200,107,19.8,9.8,3,3,17.2,10.8,0.4,14.562,60,58,0,0,0,14,15,42,48,51,33,31,30,0.0188,168.5,174.2,179.9,36.44,35.54,36.98,0,-0.81,-0.85,350.2,411.1,353.8,326.8,370.6,398.6,9.3,P2E05,P2E05,99.84,99.97,89.22,89.06,,J,PG,AP,3600,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20414001,20/04/14 화요일,31100,110,29,110,80,36,1200,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.019,181.1,187.8,189.2,35.64,35.86,35.22,0,-0.86,-1.25,395.4,436.7,358.6,318.5,351.3,348.5,7.9,P2E07,P2E07,99.82,99.95,89.95,90.65,0,I,AL,AL,2760,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20414002,20/04/14 화요일,31100,110,29,110,80,36,1200,107,19.5,9.8,3,3,16.7,10.8,2,14.54,60,58,0,0,1,15,18,44,49,52,34,33,32,0.0189,161.3,168.1,171.6,35.86,36.01,36.18,0,-0.8,-0.96,455.7,399.2,378.6,349.5,388.2,346.9,7.6,P2E07,P2E07,99.82,99.95,89.95,90.65,0,I,AL,AL,2690,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20414003,20/04/14 화요일,31400,123,25,123,80,36,1200,107,19.4,9.8,3,3,17.2,9.8,-0.1,14.549,60,58,0,0,0,14,15,43,48,51,33,32,31,0.019,195.4,194,188.2,35.86,35.88,35.75,0,-0.6,-0.77,787.9,771.7,748.1,820,808.1,682,5.9,P2E11,P2E11,99.94,99.97,89.61,89.09,14.07,I,AL,AL,2640,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20414004,20/04/14 화요일,31400,123,25,123,80,36,1200,107,19.3,9.8,3,3,17.3,9.4,1.8,14.549,60,58,0,0,0,11,13,41,48,51,34,33,31,0.0189,174.9,170.4,174.2,35.86,35.57,34.63,0,-0.79,-1.03,655.8,631.5,651.7,764.7,756.7,769.7,7.1,P2E02,P2E02,99.63,99.74,88.9,90.84,12.46,I,AL,AL,2620,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20414005,20/04/14 화요일,31400,123,25,123,80,36,1200,107,19.3,9.8,3,3,16.9,10.5,0.1,14.449,61,58,0,0,0,11,13,40,48,52,34,33,31,0.019,189.1,183.8,182.4,36,36.12,34.9,0,-0.93,-1.05,341.8,328.3,323.8,506.6,512.6,469.9,8,P2E03,P2E03,99.8,99.97,87.85,91.01,17.47,I,AL,AL,2590,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20414006,20/04/14 화요일,32700,131,19,131,90,36,1200,107,19.6,10,3,3,17,9.9,2.3,13.533,58,57,0,0,0,0,5,20,32,48,32,32,30,0.0192,169.5,166.5,162.1,36.32,36.96,35.63,0,-0.74,-0.85,393.8,396,380.3,506,506,501.4,8.3,P2E03,P2E03,99.8,99.97,87.85,91.01,17.47,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20414007,20/04/14 화요일,32700,131,19,131,90,36,1200,107,20.1,10,3,3,16.8,10.3,1.3,13.498,59,58,0,0,0,9,11,35,45,50,34,34,31,0.0189,179.4,179,172.1,36.72,35.63,36.6,0,-0.6,-0.6,293.7,307.5,240.2,432.1,424.1,422.5,6.8,P2E06,P2E06,99.84,99.96,89.63,90.06,13.49,J,PG,AP,3600,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20414008,20/04/14 화요일,32700,131,19,131,90,36,1200,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.019,183.2,189,190.6,35.77,36.02,34.79,0,-0.78,-0.9,735,762,753.5,555.1,663.4,552.9,6.8,P2E01,P2E01,99.72,99.9,89.8,89.65,11.19,I,AL,AL,2590,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20415001,20/04/15 수요일,31800,134,22,134,90,36,1200,107,20.2,10.2,3,3,16.1,8.9,0.1,13.273,59,58,0,0,0,9,10,35,46,51,34,33,31,0.0192,204.4,198.2,193.9,35.53,35.26,35.15,0,-0.66,-0.82,678.9,650.6,759.9,584.6,627.1,509.3,6.2,P2E10,P2E10,99.7,99.39,89.89,89.62,4.45,I,AL,AL,2560,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20415002,20/04/15 수요일,32600,104,26,104,60,36,1200,107,20,10,3,3,16.5,10,0.1,16.48,63,62,0,0,0,9,11,37,47,52,34,32,27,0.0193,172,171.1,174.3,35.6,36.14,35.96,0,-0.69,-0.7,384.2,378.4,363.9,382,348.5,352.2,6,P2E03,P2E03,99.52,99.89,86.19,89.08,16.13,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20415003,20/04/15 수요일,30500,128,20,128,60,36,1200,107,20,10,3,3,17.4,10.5,0.7,16.489,63,61,0,0,1,14,15,42,49,52,35,32,29,0.0192,171.2,176.2,177.4,36.32,36.5,36.86,0,-0.69,-0.73,228.7,255.4,261.2,309.9,346.5,344.6,6.5,P2E05,P2E05,99.72,99.9,88.26,88.47,13.74,J,PG,AP,3600,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20415004,20/04/15 수요일,37400,112.5,25,112.5,60,36,1200,107,19.9,10.3,3,3,16,9.5,0.5,18.854,65,63,0,0,2,15,15,41,50,51,33,29,22,0.019,166.5,159.3,164.4,35.47,35.51,35.29,0,-0.95,-1.08,769.9,770.8,770.6,1623.8,712.5,1224.2,6.9,P2E11,P2E11,99.9,99.94,88.25,89.31,14.76,I,AL,AL,2700,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20415005,20/04/15 수요일,37400,112.5,25,112.5,60,36,1200,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.0195,196.5,198.5,195.1,35.46,36,35.27,0,-0.7,-0.94,397.7,397.8,425.7,1048.3,1322.2,1134.1,5.3,P2E11,P2E11,99.9,99.94,88.25,89.31,14.76,I,AL,AL,2710,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20415006,20/04/15 수요일,37400,112.5,25,112.5,60,36,1200,107,19.5,10.2,3,3,16.9,10.1,1,15.521,64,61,0,0,0,12,13,37,46,51,34,31,26,0.0195,196.5,198.5,195.1,35.46,36,35.27,0,0,0,397.8,425.7,397.7,1048.3,1322.2,1134.1,0,P2E01,P2E01,99.68,99.94,88.57,88.71,11.12,I,AL,AL,2710,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20416001,20/04/16 목요일,37400,112.5,25,112.5,60,36,1200,107,19.8,10.3,3,3,16.5,10,-0.2,15.399,63,62,0,0,0,10,10,34,45,51,34,31,27,0.019,166.5,159.3,164.4,35.47,35.51,35.29,0,-0.95,-0.76,769.9,770.8,770.6,1623.8,712.5,1224.2,69,P2E09,P2E09,99.78,99.99,89.02,89.42,12.88,I,AL,AL,2700,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20416002,20/04/16 목요일,37400,112.5,25,112.5,40,36,1200,107,19.4,10.1,3,3,15.8,9.3,-1.1,15.156,65,63,0,6,9,36,24,33,48,43,27,20,13,0.0188,161.1,159.7,162.5,35.35,34.53,34.8,0,-0.58,-0.61,133.3,125.3,215.5,415.3,467.2,414.1,5.2,P2E04,P2E04,99.72,99.76,86.64,87.04,17.4,J,PG,AP,2600,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20416003,20/04/16 목요일,37400,112.5,25,112.5,40,36,1200,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.0188,154.2,160.3,162.6,35.65,35.44,35.87,0,-0.77,-0.74,270.5,264.1,260.3,472.4,437.2,509.8,5.7,,,,,,,,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20416004,20/04/16 목요일,37400,112.5,25,112.5,40,36,1200,107,19.3,10,3,3,16.1,10.1,0,14.987,65,63,0,6,11,36,23,30,44,40,26,18,10,0.0187,765,804.3,823.7,35.19,34.92,34.38,0,-0.87,-1.17,863,798.2,892.8,765,804.3,823.7,6,P2E06,P2E06,99.64,99.84,87.81,88.63,11.37,I,AL,AL,2590,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20416005,20/04/16 목요일,37400,112.5,25,112.5,40,36,1200,107,19.3,10,3,3,16.5,9.6,0,15.048,65,63,0,6,10,36,25,32,46,42,27,19,12,0.0188,149.1,150.8,147.3,35.23,34.96,35.23,0,-0.87,-1.38,886.5,1018.6,910.4,967.9,761.5,959.7,5.7,P2E06,P2E06,99.64,99.84,87.81,88.63,11.37,I,AL,AL,2620,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20416006,20/04/16 목요일,37400,112.5,25,112.5,40,36,1200,107,19.3,10,3,3,16.5,9.7,-0.9,14.97,66,64,0,6,10,36,24,33,47,42,27,20,12,0.0189,176,170.6,174.4,34.65,34.98,35.31,0,-0.83,-1.21,630.9,651.9,627,836.7,852.9,701.8,5.1,P2E07,P2E07,99.68,99.87,87.53,88.59,0,I,AL,AL,2630,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20416007,20/04/16 목요일,37400,112.5,25,112.5,40,36,1200,107,19.3,10,3,3,16.6,10.6,0.6,15.03,65,63,0,7,11,36,23,30,45,41,26,18,12,0.0188,998.5,1024.4,950.8,34.96,34.68,35.07,0,-0.5,-0.63,1039.9,893.4,953.3,998.5,1024.4,950.8,3.3,P2E07,P2E07,99.68,99.87,87.53,88.59,0,I,AL,AL,2690,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20416008,20/04/16 목요일,37400,112.5,25,112.5,130,36,1200,107.5,19.8,10.2,3,3,16.7,10.2,0,9.141,57,55,0,0,0,8,10,30,38,41,27,25,25,0.0192,149.1,153.4,155.7,36.7,36.1,37.53,0,-0.53,-0.65,289.6,290.3,296.9,542.5,513.1,530.5,7.7,P2E11,P2E11,91.99,91.99,81.65,83.38,16.18,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20417001,20/04/17 금요일,37400,112.5,25,112.5,130,36,1200,107.5,19.8,10.2,3,3,16.6,11,0.3,9.162,57,54,0,0,0,9,10,33,39,41,28,26,26,0.0196,145.3,140.1,148.7,35.66,35.65,35.92,0,-0.59,-0.65,277,293.4,278.1,392.8,438.3,456,8.5,P2E09,P2E09,92.01,92.03,83.32,81.5,15.74,J,PG,AP,3600,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20417002,20/04/17 금요일,37400,112.5,25,112.5,45,36,1200,107,19.4,9.8,3,3,16.4,9.4,-0.5,14.492,65,63,0,1,4,25,21,33,44,38,25,18,10,0.0187,155.1,156.1,144.3,34.9,34.41,35.68,0,-0.92,-1.25,936.3,1056.6,924.6,842.2,828.9,791.2,6.4,P2E10,P2E10,99.3,98.9,86.49,86.39,5.57,I,AL,AL,2590,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20417003,20/04/17 금요일,37400,112.5,25,112.5,45,36,1200,107,19.4,9.8,3,3,16.6,9.7,0.7,14.44,65,64,0,2,5,26,21,33,43,39,26,18,11,0.0189,165.4,163.1,156.2,34.93,35.55,36.6,0,-0.52,-0.66,1033.9,967.1,993,1178.8,1380.6,1356.6,4.5,P2E03,P2E03,99.38,99.81,87.32,88.69,13.43,I,AL,AL,2560,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20417004,20/04/17 금요일,30800,128,22,128,45,36,1200,107,19.4,9.8,3,3,17.3,9.3,-0.7,14.51,64,63,0,3,7,30,23,33,45,40,26,19,11,0.0189,168.2,167.1,168.3,35.87,35.38,36.17,0,-0.43,-0.46,281.3,287.4,290.9,406.6,410.9,437,4.4,P2E03,P2E03,99.38,99.81,87.32,88.69,13.43,J,PG,AP,2640,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20417005,20/04/17 금요일,30800,128,22,128,45,36,1200,107,19.4,9.8,3,3,17,9.5,1.1,14.549,65,63,0,3,7,31,24,34,46,41,28,20,13,0.0189,145.7,150.8,145.5,36.3,35.39,35.63,0,-0.71,-0.79,214.3,222.4,228.5,336.2,344.2,333.1,6,P2E03,P2E03,99.38,99.81,87.32,88.69,13.43,J,PG,AP,2620,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20417006,20/04/17 금요일,30800,128,22,128,120,36,1200,107.5,20.3,10,3,3,16.9,10.1,-0.5,10.534,58,56,0,0,0,7,10,30,38,42,28,27,26,0.0188,170.2,171.4,171.8,35.51,36.79,39.39,0,-0.44,-0.4,308.4,314.7,297.6,507.7,517.7,511.2,7.1,P2E05,P2E05,96.01,96.03,86.69,87.46,14.75,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20418001,20/04/18 토요일,37400,112.5,25,112.5,120,36,1200,107.5,20,10,3,3,17.5,11.4,-1.6,10.525,59,56,0,0,0,10,13,35,41,43,30,27,28,0.0188,155.4,154.4,160.7,36.65,36.45,36.69,0,-0.62,-0.57,245.7,251.9,266.2,377.8,511.1,499.7,6.2,P2E02,P2E02,95.95,95.98,85.23,88.19,15.45,J,PG,AP,3600,,,,,,,,
